boundary,boundary_left,boundary_right,left_index,right_index,left_filename,right_filename,sequence_gap,raw_matches,verified_inliers,inlier_ratio,qualified,selected,frontend
73-74,73,74,34,100,IMG20260826123308.jpg,IMG20260826124201.jpg,66,150,72,0.48,1,0,aliked_lightglue
73-74,73,74,34,101,IMG20260826123308.jpg,IMG20260826124204.jpg,67,246,89,0.3617886178861789,1,0,aliked_lightglue
73-74,73,74,34,102,IMG20260826123308.jpg,IMG20260826124210.jpg,68,140,64,0.45714285714285713,1,0,aliked_lightglue
73-74,73,74,34,103,IMG20260826123308.jpg,IMG20260826124214.jpg,69,172,66,0.38372093023255816,1,0,aliked_lightglue
73-74,73,74,34,104,IMG20260826123308.jpg,IMG20260826124218.jpg,70,101,45,0.44554455445544555,1,0,aliked_lightglue
73-74,73,74,34,105,IMG20260826123308.jpg,IMG20260826124234.jpg,71,35,17,0.4857142857142857,1,0,aliked_lightglue
73-74,73,74,34,106,IMG20260826123308.jpg,IMG20260826124237.jpg,72,59,23,0.3898305084745763,1,0,aliked_lightglue
73-74,73,74,34,107,IMG20260826123308.jpg,IMG20260826124240.jpg,73,84,26,0.30952380952380953,1,0,aliked_lightglue
73-74,73,74,34,108,IMG20260826123308.jpg,IMG20260826124243.jpg,74,75,32,0.4266666666666667,1,0,aliked_lightglue
73-74,73,74,34,109,IMG20260826123308.jpg,IMG20260826124248.jpg,75,100,40,0.4,1,0,aliked_lightglue
73-74,73,74,34,110,IMG20260826123308.jpg,IMG20260826124305.jpg,76,41,22,0.5365853658536586,1,0,aliked_lightglue
73-74,73,74,34,111,IMG20260826123308.jpg,IMG20260826124308.jpg,77,108,59,0.5462962962962963,1,0,aliked_lightglue
73-74,73,74,34,112,IMG20260826123308.jpg,IMG20260826124313.jpg,78,54,24,0.4444444444444444,1,0,aliked_lightglue
73-74,73,74,34,113,IMG20260826123308.jpg,IMG20260826124317.jpg,79,47,22,0.46808510638297873,1,0,aliked_lightglue
73-74,73,74,35,76,IMG20260826123316.jpg,IMG20260826124024.jpg,41,72,24,0.3333333333333333,1,0,aliked_lightglue
73-74,73,74,35,77,IMG20260826123316.jpg,IMG20260826124029.jpg,42,104,27,0.25961538461538464,1,0,aliked_lightglue
73-74,73,74,35,78,IMG20260826123316.jpg,IMG20260826124032.jpg,43,98,43,0.4387755102040816,1,0,aliked_lightglue
73-74,73,74,35,79,IMG20260826123316.jpg,IMG20260826124035.jpg,44,73,33,0.4520547945205479,1,0,aliked_lightglue
73-74,73,74,35,80,IMG20260826123316.jpg,IMG20260826124041.jpg,45,103,35,0.33980582524271846,1,0,aliked_lightglue
73-74,73,74,35,81,IMG20260826123316.jpg,IMG20260826124044.jpg,46,120,56,0.4666666666666667,1,0,aliked_lightglue
73-74,73,74,35,82,IMG20260826123316.jpg,IMG20260826124048.jpg,47,110,47,0.42727272727272725,1,0,aliked_lightglue
73-74,73,74,35,83,IMG20260826123316.jpg,IMG20260826124051.jpg,48,149,57,0.3825503355704698,1,0,aliked_lightglue
73-74,73,74,35,84,IMG20260826123316.jpg,IMG20260826124054.jpg,49,197,63,0.3197969543147208,1,0,aliked_lightglue
73-74,73,74,35,85,IMG20260826123316.jpg,IMG20260826124101.jpg,50,206,84,0.4077669902912621,1,0,aliked_lightglue
73-74,73,74,35,86,IMG20260826123316.jpg,IMG20260826124104.jpg,51,182,78,0.42857142857142855,1,0,aliked_lightglue
73-74,73,74,35,87,IMG20260826123316.jpg,IMG20260826124110.jpg,52,215,81,0.3767441860465116,1,0,aliked_lightglue
73-74,73,74,35,88,IMG20260826123316.jpg,IMG20260826124113.jpg,53,193,57,0.29533678756476683,1,0,aliked_lightglue
73-74,73,74,35,89,IMG20260826123316.jpg,IMG20260826124116.jpg,54,125,54,0.432,1,0,aliked_lightglue
73-74,73,74,35,90,IMG20260826123316.jpg,IMG20260826124123.jpg,55,38,17,0.4473684210526316,1,0,aliked_lightglue
73-74,73,74,35,91,IMG20260826123316.jpg,IMG20260826124128.jpg,56,37,20,0.5405405405405406,1,0,aliked_lightglue
73-74,73,74,35,92,IMG20260826123316.jpg,IMG20260826124132.jpg,57,88,31,0.3522727272727273,1,0,aliked_lightglue
73-74,73,74,35,93,IMG20260826123316.jpg,IMG20260826124140.jpg,58,79,23,0.2911392405063291,1,0,aliked_lightglue
73-74,73,74,35,94,IMG20260826123316.jpg,IMG20260826124143.jpg,59,29,15,0.5172413793103449,1,0,aliked_lightglue
73-74,73,74,35,95,IMG20260826123316.jpg,IMG20260826124146.jpg,60,48,20,0.4166666666666667,1,0,aliked_lightglue
73-74,73,74,35,96,IMG20260826123316.jpg,IMG20260826124148.jpg,61,61,32,0.5245901639344263,1,0,aliked_lightglue
73-74,73,74,35,97,IMG20260826123316.jpg,IMG20260826124151.jpg,62,139,51,0.3669064748201439,1,0,aliked_lightglue
73-74,73,74,35,98,IMG20260826123316.jpg,IMG20260826124156.jpg,63,116,50,0.43103448275862066,1,0,aliked_lightglue
73-74,73,74,35,99,IMG20260826123316.jpg,IMG20260826124159.jpg,64,223,76,0.34080717488789236,1,0,aliked_lightglue
73-74,73,74,35,100,IMG20260826123316.jpg,IMG20260826124201.jpg,65,150,50,0.3333333333333333,1,0,aliked_lightglue
73-74,73,74,35,101,IMG20260826123316.jpg,IMG20260826124204.jpg,66,125,46,0.368,1,0,aliked_lightglue
73-74,73,74,35,102,IMG20260826123316.jpg,IMG20260826124210.jpg,67,128,60,0.46875,1,0,aliked_lightglue
73-74,73,74,35,103,IMG20260826123316.jpg,IMG20260826124214.jpg,68,169,60,0.35502958579881655,1,0,aliked_lightglue
73-74,73,74,35,104,IMG20260826123316.jpg,IMG20260826124218.jpg,69,198,67,0.3383838383838384,1,0,aliked_lightglue
73-74,73,74,35,105,IMG20260826123316.jpg,IMG20260826124234.jpg,70,60,25,0.4166666666666667,1,0,aliked_lightglue
73-74,73,74,35,106,IMG20260826123316.jpg,IMG20260826124237.jpg,71,16,0,0.0,0,0,aliked_lightglue
73-74,73,74,35,107,IMG20260826123316.jpg,IMG20260826124240.jpg,72,69,25,0.36231884057971014,1,0,aliked_lightglue
73-74,73,74,35,108,IMG20260826123316.jpg,IMG20260826124243.jpg,73,27,15,0.5555555555555556,1,0,aliked_lightglue
73-74,73,74,35,109,IMG20260826123316.jpg,IMG20260826124248.jpg,74,88,40,0.45454545454545453,1,0,aliked_lightglue
73-74,73,74,35,110,IMG20260826123316.jpg,IMG20260826124305.jpg,75,59,30,0.5084745762711864,1,0,aliked_lightglue
73-74,73,74,35,111,IMG20260826123316.jpg,IMG20260826124308.jpg,76,70,34,0.4857142857142857,1,0,aliked_lightglue
73-74,73,74,35,112,IMG20260826123316.jpg,IMG20260826124313.jpg,77,72,35,0.4861111111111111,1,0,aliked_lightglue
73-74,73,74,35,113,IMG20260826123316.jpg,IMG20260826124317.jpg,78,92,41,0.44565217391304346,1,0,aliked_lightglue
73-74,73,74,36,77,IMG20260826123320.jpg,IMG20260826124029.jpg,41,79,28,0.35443037974683544,1,0,aliked_lightglue
73-74,73,74,36,78,IMG20260826123320.jpg,IMG20260826124032.jpg,42,81,37,0.4567901234567901,1,0,aliked_lightglue
73-74,73,74,36,79,IMG20260826123320.jpg,IMG20260826124035.jpg,43,77,37,0.4805194805194805,1,0,aliked_lightglue
73-74,73,74,36,80,IMG20260826123320.jpg,IMG20260826124041.jpg,44,169,62,0.3668639053254438,1,0,aliked_lightglue
73-74,73,74,36,81,IMG20260826123320.jpg,IMG20260826124044.jpg,45,129,53,0.4108527131782946,1,0,aliked_lightglue
73-74,73,74,36,82,IMG20260826123320.jpg,IMG20260826124048.jpg,46,183,86,0.46994535519125685,1,0,aliked_lightglue
73-74,73,74,36,83,IMG20260826123320.jpg,IMG20260826124051.jpg,47,200,87,0.435,1,0,aliked_lightglue
73-74,73,74,36,84,IMG20260826123320.jpg,IMG20260826124054.jpg,48,224,66,0.29464285714285715,1,0,aliked_lightglue
73-74,73,74,36,85,IMG20260826123320.jpg,IMG20260826124101.jpg,49,211,53,0.25118483412322273,1,0,aliked_lightglue
73-74,73,74,36,86,IMG20260826123320.jpg,IMG20260826124104.jpg,50,219,77,0.3515981735159817,1,0,aliked_lightglue
73-74,73,74,36,87,IMG20260826123320.jpg,IMG20260826124110.jpg,51,276,130,0.47101449275362317,1,0,aliked_lightglue
73-74,73,74,36,88,IMG20260826123320.jpg,IMG20260826124113.jpg,52,226,116,0.5132743362831859,1,0,aliked_lightglue
73-74,73,74,36,89,IMG20260826123320.jpg,IMG20260826124116.jpg,53,193,76,0.39378238341968913,1,0,aliked_lightglue
73-74,73,74,36,90,IMG20260826123320.jpg,IMG20260826124123.jpg,54,68,30,0.4411764705882353,1,0,aliked_lightglue
73-74,73,74,36,91,IMG20260826123320.jpg,IMG20260826124128.jpg,55,45,19,0.4222222222222222,1,0,aliked_lightglue
73-74,73,74,36,92,IMG20260826123320.jpg,IMG20260826124132.jpg,56,86,27,0.313953488372093,1,0,aliked_lightglue
73-74,73,74,36,93,IMG20260826123320.jpg,IMG20260826124140.jpg,57,103,31,0.30097087378640774,1,0,aliked_lightglue
73-74,73,74,36,94,IMG20260826123320.jpg,IMG20260826124143.jpg,58,61,19,0.3114754098360656,1,0,aliked_lightglue
73-74,73,74,36,95,IMG20260826123320.jpg,IMG20260826124146.jpg,59,42,20,0.47619047619047616,1,0,aliked_lightglue
73-74,73,74,36,96,IMG20260826123320.jpg,IMG20260826124148.jpg,60,96,38,0.3958333333333333,1,0,aliked_lightglue
73-74,73,74,36,97,IMG20260826123320.jpg,IMG20260826124151.jpg,61,62,34,0.5483870967741935,1,0,aliked_lightglue
73-74,73,74,36,98,IMG20260826123320.jpg,IMG20260826124156.jpg,62,69,29,0.42028985507246375,1,0,aliked_lightglue
73-74,73,74,36,99,IMG20260826123320.jpg,IMG20260826124159.jpg,63,221,78,0.35294117647058826,1,0,aliked_lightglue
73-74,73,74,36,100,IMG20260826123320.jpg,IMG20260826124201.jpg,64,153,55,0.35947712418300654,1,0,aliked_lightglue
73-74,73,74,36,101,IMG20260826123320.jpg,IMG20260826124204.jpg,65,200,69,0.345,1,0,aliked_lightglue
73-74,73,74,36,102,IMG20260826123320.jpg,IMG20260826124210.jpg,66,211,91,0.4312796208530806,1,0,aliked_lightglue
73-74,73,74,36,103,IMG20260826123320.jpg,IMG20260826124214.jpg,67,338,106,0.3136094674556213,1,0,aliked_lightglue
73-74,73,74,36,104,IMG20260826123320.jpg,IMG20260826124218.jpg,68,363,134,0.3691460055096419,1,0,aliked_lightglue
73-74,73,74,36,105,IMG20260826123320.jpg,IMG20260826124234.jpg,69,96,40,0.4166666666666667,1,0,aliked_lightglue
73-74,73,74,36,106,IMG20260826123320.jpg,IMG20260826124237.jpg,70,97,38,0.3917525773195876,1,0,aliked_lightglue
73-74,73,74,36,107,IMG20260826123320.jpg,IMG20260826124240.jpg,71,83,24,0.2891566265060241,1,0,aliked_lightglue
73-74,73,74,36,108,IMG20260826123320.jpg,IMG20260826124243.jpg,72,38,17,0.4473684210526316,1,0,aliked_lightglue
73-74,73,74,36,109,IMG20260826123320.jpg,IMG20260826124248.jpg,73,96,43,0.4479166666666667,1,0,aliked_lightglue
73-74,73,74,36,110,IMG20260826123320.jpg,IMG20260826124305.jpg,74,85,46,0.5411764705882353,1,0,aliked_lightglue
73-74,73,74,36,111,IMG20260826123320.jpg,IMG20260826124308.jpg,75,80,45,0.5625,1,0,aliked_lightglue
73-74,73,74,36,112,IMG20260826123320.jpg,IMG20260826124313.jpg,76,78,30,0.38461538461538464,1,0,aliked_lightglue
73-74,73,74,36,113,IMG20260826123320.jpg,IMG20260826124317.jpg,77,135,63,0.4666666666666667,1,0,aliked_lightglue
73-74,73,74,37,78,IMG20260826123324.jpg,IMG20260826124032.jpg,41,41,17,0.4146341463414634,1,0,aliked_lightglue
73-74,73,74,37,79,IMG20260826123324.jpg,IMG20260826124035.jpg,42,72,31,0.4305555555555556,1,0,aliked_lightglue
73-74,73,74,37,80,IMG20260826123324.jpg,IMG20260826124041.jpg,43,98,35,0.35714285714285715,1,0,aliked_lightglue
73-74,73,74,37,81,IMG20260826123324.jpg,IMG20260826124044.jpg,44,90,42,0.4666666666666667,1,0,aliked_lightglue
73-74,73,74,37,82,IMG20260826123324.jpg,IMG20260826124048.jpg,45,99,45,0.45454545454545453,1,0,aliked_lightglue
73-74,73,74,37,83,IMG20260826123324.jpg,IMG20260826124051.jpg,46,89,41,0.4606741573033708,1,0,aliked_lightglue
73-74,73,74,37,84,IMG20260826123324.jpg,IMG20260826124054.jpg,47,187,73,0.39037433155080214,1,0,aliked_lightglue
73-74,73,74,37,85,IMG20260826123324.jpg,IMG20260826124101.jpg,48,129,37,0.2868217054263566,1,0,aliked_lightglue
73-74,73,74,37,86,IMG20260826123324.jpg,IMG20260826124104.jpg,49,210,84,0.4,1,0,aliked_lightglue
73-74,73,74,37,87,IMG20260826123324.jpg,IMG20260826124110.jpg,50,226,101,0.4469026548672566,1,0,aliked_lightglue
73-74,73,74,37,88,IMG20260826123324.jpg,IMG20260826124113.jpg,51,260,135,0.5192307692307693,1,0,aliked_lightglue
73-74,73,74,37,89,IMG20260826123324.jpg,IMG20260826124116.jpg,52,279,118,0.4229390681003584,1,0,aliked_lightglue
73-74,73,74,37,90,IMG20260826123324.jpg,IMG20260826124123.jpg,53,106,51,0.4811320754716981,1,0,aliked_lightglue
73-74,73,74,37,91,IMG20260826123324.jpg,IMG20260826124128.jpg,54,173,90,0.5202312138728323,1,0,aliked_lightglue
73-74,73,74,37,92,IMG20260826123324.jpg,IMG20260826124132.jpg,55,91,42,0.46153846153846156,1,0,aliked_lightglue
73-74,73,74,37,93,IMG20260826123324.jpg,IMG20260826124140.jpg,56,88,27,0.3068181818181818,1,0,aliked_lightglue
73-74,73,74,37,94,IMG20260826123324.jpg,IMG20260826124143.jpg,57,47,21,0.44680851063829785,1,0,aliked_lightglue
73-74,73,74,37,95,IMG20260826123324.jpg,IMG20260826124146.jpg,58,64,27,0.421875,1,0,aliked_lightglue
73-74,73,74,37,96,IMG20260826123324.jpg,IMG20260826124148.jpg,59,91,36,0.3956043956043956,1,0,aliked_lightglue
73-74,73,74,37,97,IMG20260826123324.jpg,IMG20260826124151.jpg,60,94,44,0.46808510638297873,1,0,aliked_lightglue
73-74,73,74,37,98,IMG20260826123324.jpg,IMG20260826124156.jpg,61,173,73,0.42196531791907516,1,0,aliked_lightglue
73-74,73,74,37,99,IMG20260826123324.jpg,IMG20260826124159.jpg,62,241,85,0.35269709543568467,1,0,aliked_lightglue
73-74,73,74,37,100,IMG20260826123324.jpg,IMG20260826124201.jpg,63,190,51,0.26842105263157895,1,0,aliked_lightglue
73-74,73,74,37,101,IMG20260826123324.jpg,IMG20260826124204.jpg,64,278,112,0.4028776978417266,1,0,aliked_lightglue
73-74,73,74,37,102,IMG20260826123324.jpg,IMG20260826124210.jpg,65,366,154,0.4207650273224044,1,0,aliked_lightglue
73-74,73,74,37,103,IMG20260826123324.jpg,IMG20260826124214.jpg,66,347,128,0.3688760806916426,1,0,aliked_lightglue
73-74,73,74,37,104,IMG20260826123324.jpg,IMG20260826124218.jpg,67,258,108,0.4186046511627907,1,0,aliked_lightglue
73-74,73,74,37,105,IMG20260826123324.jpg,IMG20260826124234.jpg,68,227,89,0.3920704845814978,1,0,aliked_lightglue
73-74,73,74,37,106,IMG20260826123324.jpg,IMG20260826124237.jpg,69,149,59,0.3959731543624161,1,0,aliked_lightglue
73-74,73,74,37,107,IMG20260826123324.jpg,IMG20260826124240.jpg,70,63,26,0.4126984126984127,1,0,aliked_lightglue
73-74,73,74,37,108,IMG20260826123324.jpg,IMG20260826124243.jpg,71,62,33,0.532258064516129,1,0,aliked_lightglue
73-74,73,74,37,109,IMG20260826123324.jpg,IMG20260826124248.jpg,72,126,66,0.5238095238095238,1,0,aliked_lightglue
73-74,73,74,37,110,IMG20260826123324.jpg,IMG20260826124305.jpg,73,88,47,0.5340909090909091,1,0,aliked_lightglue
73-74,73,74,37,111,IMG20260826123324.jpg,IMG20260826124308.jpg,74,88,47,0.5340909090909091,1,0,aliked_lightglue
73-74,73,74,37,112,IMG20260826123324.jpg,IMG20260826124313.jpg,75,72,43,0.5972222222222222,1,0,aliked_lightglue
73-74,73,74,37,113,IMG20260826123324.jpg,IMG20260826124317.jpg,76,74,42,0.5675675675675675,1,0,aliked_lightglue
73-74,73,74,38,79,IMG20260826123329.jpg,IMG20260826124035.jpg,41,128,50,0.390625,1,0,aliked_lightglue
73-74,73,74,38,80,IMG20260826123329.jpg,IMG20260826124041.jpg,42,71,32,0.4507042253521127,1,0,aliked_lightglue
73-74,73,74,38,81,IMG20260826123329.jpg,IMG20260826124044.jpg,43,64,25,0.390625,1,0,aliked_lightglue
73-74,73,74,38,82,IMG20260826123329.jpg,IMG20260826124048.jpg,44,67,27,0.40298507462686567,1,0,aliked_lightglue
73-74,73,74,38,83,IMG20260826123329.jpg,IMG20260826124051.jpg,45,104,51,0.49038461538461536,1,0,aliked_lightglue
73-74,73,74,38,84,IMG20260826123329.jpg,IMG20260826124054.jpg,46,119,53,0.44537815126050423,1,0,aliked_lightglue
73-74,73,74,38,85,IMG20260826123329.jpg,IMG20260826124101.jpg,47,95,39,0.4105263157894737,1,0,aliked_lightglue
73-74,73,74,38,86,IMG20260826123329.jpg,IMG20260826124104.jpg,48,135,65,0.48148148148148145,1,0,aliked_lightglue
73-74,73,74,38,87,IMG20260826123329.jpg,IMG20260826124110.jpg,49,237,98,0.41350210970464135,1,0,aliked_lightglue
73-74,73,74,38,88,IMG20260826123329.jpg,IMG20260826124113.jpg,50,277,112,0.4043321299638989,1,0,aliked_lightglue
73-74,73,74,38,89,IMG20260826123329.jpg,IMG20260826124116.jpg,51,294,100,0.3401360544217687,1,0,aliked_lightglue
73-74,73,74,38,90,IMG20260826123329.jpg,IMG20260826124123.jpg,52,232,101,0.4353448275862069,1,0,aliked_lightglue
73-74,73,74,38,91,IMG20260826123329.jpg,IMG20260826124128.jpg,53,208,121,0.5817307692307693,1,0,aliked_lightglue
73-74,73,74,38,92,IMG20260826123329.jpg,IMG20260826124132.jpg,54,233,102,0.43776824034334766,1,0,aliked_lightglue
73-74,73,74,38,93,IMG20260826123329.jpg,IMG20260826124140.jpg,55,120,31,0.25833333333333336,1,0,aliked_lightglue
73-74,73,74,38,94,IMG20260826123329.jpg,IMG20260826124143.jpg,56,84,41,0.4880952380952381,1,0,aliked_lightglue
73-74,73,74,38,95,IMG20260826123329.jpg,IMG20260826124146.jpg,57,92,31,0.33695652173913043,1,0,aliked_lightglue
73-74,73,74,38,96,IMG20260826123329.jpg,IMG20260826124148.jpg,58,118,44,0.3728813559322034,1,0,aliked_lightglue
73-74,73,74,38,97,IMG20260826123329.jpg,IMG20260826124151.jpg,59,92,36,0.391304347826087,1,0,aliked_lightglue
73-74,73,74,38,98,IMG20260826123329.jpg,IMG20260826124156.jpg,60,137,52,0.3795620437956204,1,0,aliked_lightglue
73-74,73,74,38,99,IMG20260826123329.jpg,IMG20260826124159.jpg,61,224,82,0.36607142857142855,1,0,aliked_lightglue
73-74,73,74,38,100,IMG20260826123329.jpg,IMG20260826124201.jpg,62,195,67,0.3435897435897436,1,0,aliked_lightglue
73-74,73,74,38,101,IMG20260826123329.jpg,IMG20260826124204.jpg,63,239,78,0.3263598326359833,1,0,aliked_lightglue
73-74,73,74,38,102,IMG20260826123329.jpg,IMG20260826124210.jpg,64,226,102,0.45132743362831856,1,0,aliked_lightglue
73-74,73,74,38,103,IMG20260826123329.jpg,IMG20260826124214.jpg,65,344,135,0.39244186046511625,1,0,aliked_lightglue
73-74,73,74,38,104,IMG20260826123329.jpg,IMG20260826124218.jpg,66,332,155,0.46686746987951805,1,0,aliked_lightglue
73-74,73,74,38,105,IMG20260826123329.jpg,IMG20260826124234.jpg,67,208,94,0.4519230769230769,1,0,aliked_lightglue
73-74,73,74,38,106,IMG20260826123329.jpg,IMG20260826124237.jpg,68,162,76,0.4691358024691358,1,0,aliked_lightglue
73-74,73,74,38,107,IMG20260826123329.jpg,IMG20260826124240.jpg,69,223,80,0.35874439461883406,1,0,aliked_lightglue
73-74,73,74,38,108,IMG20260826123329.jpg,IMG20260826124243.jpg,70,89,44,0.4943820224719101,1,0,aliked_lightglue
73-74,73,74,38,109,IMG20260826123329.jpg,IMG20260826124248.jpg,71,105,51,0.4857142857142857,1,0,aliked_lightglue
73-74,73,74,38,110,IMG20260826123329.jpg,IMG20260826124305.jpg,72,92,56,0.6086956521739131,1,0,aliked_lightglue
73-74,73,74,38,111,IMG20260826123329.jpg,IMG20260826124308.jpg,73,85,48,0.5647058823529412,1,0,aliked_lightglue
73-74,73,74,38,112,IMG20260826123329.jpg,IMG20260826124313.jpg,74,190,75,0.39473684210526316,1,0,aliked_lightglue
73-74,73,74,38,113,IMG20260826123329.jpg,IMG20260826124317.jpg,75,136,58,0.4264705882352941,1,0,aliked_lightglue
73-74,73,74,39,80,IMG20260826123333.jpg,IMG20260826124041.jpg,41,204,56,0.27450980392156865,1,0,aliked_lightglue
73-74,73,74,39,81,IMG20260826123333.jpg,IMG20260826124044.jpg,42,61,24,0.39344262295081966,1,0,aliked_lightglue
73-74,73,74,39,82,IMG20260826123333.jpg,IMG20260826124048.jpg,43,138,49,0.35507246376811596,1,0,aliked_lightglue
73-74,73,74,39,83,IMG20260826123333.jpg,IMG20260826124051.jpg,44,129,45,0.3488372093023256,1,0,aliked_lightglue
73-74,73,74,39,84,IMG20260826123333.jpg,IMG20260826124054.jpg,45,111,45,0.40540540540540543,1,0,aliked_lightglue
73-74,73,74,39,85,IMG20260826123333.jpg,IMG20260826124101.jpg,46,133,50,0.37593984962406013,1,0,aliked_lightglue
73-74,73,74,39,86,IMG20260826123333.jpg,IMG20260826124104.jpg,47,87,37,0.42528735632183906,1,0,aliked_lightglue
73-74,73,74,39,87,IMG20260826123333.jpg,IMG20260826124110.jpg,48,184,66,0.358695652173913,1,0,aliked_lightglue
73-74,73,74,39,88,IMG20260826123333.jpg,IMG20260826124113.jpg,49,305,110,0.36065573770491804,1,0,aliked_lightglue
73-74,73,74,39,89,IMG20260826123333.jpg,IMG20260826124116.jpg,50,147,68,0.46258503401360546,1,0,aliked_lightglue
73-74,73,74,39,90,IMG20260826123333.jpg,IMG20260826124123.jpg,51,247,125,0.5060728744939271,1,0,aliked_lightglue
73-74,73,74,39,91,IMG20260826123333.jpg,IMG20260826124128.jpg,52,206,113,0.5485436893203883,1,0,aliked_lightglue
73-74,73,74,39,92,IMG20260826123333.jpg,IMG20260826124132.jpg,53,237,123,0.5189873417721519,1,0,aliked_lightglue
73-74,73,74,39,93,IMG20260826123333.jpg,IMG20260826124140.jpg,54,89,31,0.34831460674157305,1,0,aliked_lightglue
73-74,73,74,39,94,IMG20260826123333.jpg,IMG20260826124143.jpg,55,110,46,0.41818181818181815,1,0,aliked_lightglue
73-74,73,74,39,95,IMG20260826123333.jpg,IMG20260826124146.jpg,56,53,24,0.4528301886792453,1,0,aliked_lightglue
73-74,73,74,39,96,IMG20260826123333.jpg,IMG20260826124148.jpg,57,148,47,0.31756756756756754,1,0,aliked_lightglue
73-74,73,74,39,97,IMG20260826123333.jpg,IMG20260826124151.jpg,58,88,37,0.42045454545454547,1,0,aliked_lightglue
73-74,73,74,39,98,IMG20260826123333.jpg,IMG20260826124156.jpg,59,121,47,0.3884297520661157,1,0,aliked_lightglue
73-74,73,74,39,99,IMG20260826123333.jpg,IMG20260826124159.jpg,60,123,46,0.37398373983739835,1,0,aliked_lightglue
73-74,73,74,39,100,IMG20260826123333.jpg,IMG20260826124201.jpg,61,110,45,0.4090909090909091,1,0,aliked_lightglue
73-74,73,74,39,101,IMG20260826123333.jpg,IMG20260826124204.jpg,62,103,43,0.4174757281553398,1,0,aliked_lightglue
73-74,73,74,39,102,IMG20260826123333.jpg,IMG20260826124210.jpg,63,208,97,0.46634615384615385,1,0,aliked_lightglue
73-74,73,74,39,103,IMG20260826123333.jpg,IMG20260826124214.jpg,64,203,93,0.458128078817734,1,0,aliked_lightglue
73-74,73,74,39,104,IMG20260826123333.jpg,IMG20260826124218.jpg,65,237,99,0.4177215189873418,1,0,aliked_lightglue
73-74,73,74,39,105,IMG20260826123333.jpg,IMG20260826124234.jpg,66,202,116,0.5742574257425742,1,0,aliked_lightglue
